pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
1590893	WiFi Router	Netgear	WNDRMAC	v2	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=058998acdb05b859b1a85246fae668132a851756	12.09	19.07.5	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR7161	1	680	16	128	-	5	RealTek RTL8366SR	Yes	-		Atheros AR9223	b/g/n	a/n		ath9k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	¿	¿	-	12 VDC, 2.5 A	toh:netgear:wndr3800	View/Edit data	NULL	NULL	WNDRMAC	WNDRMAC	NULL	https://www.netgear.com/support/product/WNDRMACv2	https://www.netgear.com/support/product/WNDRMACv2	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wndrmacv2-squashfs-factory.img	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wndrmacv2-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-netgear_wndrmac-v2-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-netgear_wndrmac-v2-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	The WNDRMACv2 is a WNDR3800 in a WNDRMAC case.
1691979	WiFi Router	Cudy	WR1000	v1	https://fcc.io/2APRG/WR1000V1	Available 2019	amazon.com, amazon.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=7c91144ae6a45dc8d7ca6b68b3403e166185a498	19.07.0	19.07.5	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628A	1	580	8	64	3	-	MediaTek MT7628A	Yes	-		MediaTek MT7628A	b/g/n	a/n/ac		mt76	-	-	-	-		-	-	-		Yes	57600 / 8N1	No	7	2	-	9 VDC, 0.8 A		View/Edit data	NULL	NULL	WR1000	WR1000	https://wikidevi.wi-cat.ru/Cudy_WR1000_V1	http://www.cudytech.com/productinfo/154622.html	http://www.cudytech.com/wr1000_software_download	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-cudy_wr1000-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-cudy_wr1000-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-cudy_wr1000-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-cudy_wr1000-squashfs-sysupgrade.bin	see git-commit		see git-commit		media:example:genericrouter1.png	
1692234	WiFi Router	Xiaomi	Mi Router 4A (MIR4A)	100M	NULL	Available 2019	banggood.com, gearbest.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5ff5c9bce6b6e51060c272521528b5afd789e9ab	19.07.0	19.07.5	NULL	ramips	mt76x8	mipsel_24kc	¿	MediaTek MT7628AN	1	580	16	64	3	-	MediaTek MT7628AN	Yes	-		MediaTek MT7628AN	b/g/n	a/n/ac		mt76	-	-	-	-		-	-	-		Yes	115200 / 8N1	¿	¿	1	-	12 VDC, 1.0 A		View/Edit data	NULL	NULL	Xiaomi R4A	Mi Router 4A	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-xiaomi_mir4a-100m-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-xiaomi_mir4a-100m-squashfs-sysupgrade.bin	TFTP generic		unknown		media:example:genericrouter1.png	
1699080	WiFi Router	TP-Link	Archer C5	v4	https://fcc.io/TE7/C5SPV4	Available 2018	arukereso.hu	http://¿		external image	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	64	-	5	Realtek RTL8367S	Yes	-		MediaTek MT7620A	b/g/n	a/n/ac		mt76	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	No	7	2	-	12 VDC, 1.0 A	toh:tp-link:archer_c5_v4	View/Edit data	https://forum.openwrt.org/t/support-for-new-archer-c5-v4/15889	NULL	Archer C5 v4	Archer C5 v4	https://wikidevi.wi-cat.ru/TP-LINK_Archer_C5_v4.x	https://www.tp-link.com/us/support/download/archer-c5/	https://www.tp-link.com/bg/support/download/archer-c5-v4/	NULL	NULL	NULL	NULL	Serial	https://github.com/benwht/openwrt/releases/download/Binary/openwrt-ramips-mt7620-tplink_c5-v4-squashfs-factory.bin	Serial		media:tplink:archerc5:c5_front.jpg	
1743532	WiFi Router	TOTOLINK	LR1200	NULL	NULL	unknown 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=0ab9f283f75ad8314ad4be7c70d1397e9dbbfe15	19.07.0	19.07.5	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628DAN	1	580	8	64	5	-	¿	¿	LTE		MediaTek MT7628DAN	b/g/n	a/n/ac		mt76	2	-	-	-		-	-	-		¿	¿	¿	9	1	-	¿		View/Edit data	NULL	NULL	LR1200	LR1200	NULL	https://www.totolink.net/home/menu/detail/menu_listtpl/products/id/189/ids/33.html	https://www.totolink.net/home/menu/detail/menu_listtpl/download/id/189/ids/36.html	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-totolink_lr1200-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-totolink_lr1200-squashfs-sysupgrade.bin	U-Boot web recovery		U-Boot web recovery		media:example:genericrouter1.png	
1746546	WiFi Router	ZBT	ZBT-WD323	NULL	NULL	Available 2019	zbt.en.alibaba.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=046263095e007ba80bdf3525de32d7cce11734e8	19.07.0	19.07.5	NULL	ath79	generic	mips_24kc	Breed	Atheros AR9344	1	560	16	128	3	-	¿	¿	LTE		Atheros AR9340	b/g/n	-		ath9k	¿	-	1x 2.0	-		-	-	-		Yes	¿	¿	4	1	4	12-36 VDC		View/Edit data	NULL	NULL	ZBT-WD323	ZBT-WD323	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ath79/generic/openwrt-19.07.5-ath79-generic-zbtlink_zbt-wd323-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-zbtlink_zbt-wd323-squashfs-sysupgrade.bin	see git-commit		see git-commit		media:example:genericrouter1.png	
1814714	WiFi Router	Netgear	R6230	NULL	https://fcc.io/PY3/14200274	Available 2019	amazon.com	https://git.lede-project.org/?p=source.git;a=commit;h=38bee61dab029a7608088f64da71c19cfc8cf267	18.06.0		NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621ST	1	880	128	128	¿	5	MediaTek MT7621ST	Yes	-		MediaTek MT7612EN	b/g/n	a/n/ac	MIMO 2x2	unknown	¿	¿	1x 2.0	¿		¿	¿	¿		Yes	57600 / 8N1	¿	9	3	¿	12 VDC, 1.5 A	toh:netgear:netgear_r6230	View/Edit data	NULL	NULL	R6230	R6230	https://wikidevi.wi-cat.ru/Netgear_R6230			http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7621/openwrt-19.07.5-ramips-mt7621-r6220-squashfs-factory.img	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7621/openwrt-19.07.5-ramips-mt7621-r6220-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-netgear_r6220-squashfs-factory.img	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-netgear_r6220-squashfs-sysupgrade.bin	Telnet	LuCI Web Interface/uhttpd (also ssh) may NOT be enabled across power cycling after installation, or hard reset. If not - can test by power cycling first, a hard reset brings it back - then ssh, enter '/etc/init.d/uhttpd enable' on the command line, then 'reboot' or '/etc/init.d/uhttpd start' before power cycling or backing up a configuration. Restoring a configuration from after this had been applied also solves the problem.	see devicepage		media:netgear:r6230.png	
1836182	WiFi Router	Evaluation boards / unbranded boards	WR512 3GN	NULL	NULL	unknown 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=9085b05d9e713e48edc2fe76346ae04687f018ca	12.09	18.06.1	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3052_MP2	1	384	8	32	1	-	-	¿	-		¿	b/g/n	-		unknown	-	-	1x 2.0	-		-	-	-		¿	¿	¿	5	2	-	5 VDC		View/Edit data	https://forum.openwrt.org/t/report-devices-here-with-18-06-0-provided-image-too-big-to-save-overlay/18161/72?u=tmomas	NULL	WR512 3GN	WR512 3GN	NULL			NULL	http://downloads.openwrt.org/releases/18.06.1/targets/ramips/rt305x/openwrt-18.06.1-ramips-rt305x-wr512-3gn-8M-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-unbranded_wr512-3gn-8m-squashfs-sysupgrade.bin	unknown	Chose OpenWrt image according your flash size (4 or 8MB).	unknown		media:example:genericrouter1.png	aka "Sin Hon SH-WR512NU" or "WS-WR512N1"; 4M Image build disabled in master with commit d7d46da938e3
1899943	Range Extender	TP-Link	TL-WPA8630P	v2.0 (EU)	NULL	Available 2019	Ebay, Amazon	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=ab74def0db93b5b958320ea083de559bc1870537		snapshot	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9563	1	750	8	128	-	3	Qualcomm Atheros QCA8337	Yes	Powerline	Qualcomm Atheros QCA7550 powerline interface connected to switch port 5 (Label LAN4)	Qualcomm Atheros QCA9888	b/g/n	a/n/ac		ath10k-ct	-	-	-	-		-	-	-		Yes	115200 / 8N1	¿	5	4	-	100-240 VAC, 50-60 Hz, 0.2 A	toh:tp-link:tp-link_tl-wpa8630p_v2	View/Edit data	NULL	NULL	TL-WPA8630P	TL-WPA8630P	https://wikidevi.wi-cat.ru/TP-LINK_TL-WPA8630P_v2	https://www.tp-link.com/en/home-networking/powerline/tl-wpa8630p/	https://www.tp-link.com/en/support/download/tl-wpa8630p/v2/#Firmware	NULL	NULL	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_tl-wpa8630p-v2.0-eu-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_tl-wpa8630p-v2.0-eu-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:tplink:tl-wpa8630:tl-wpa8630pv2.jpg	P versions have a power socket.  P and not-P, v1 and v2 all have different firmware layouts.  Pv2 variant is available in Europe but not the Americas.
1916404	WiFi AP	Edimax	EW-7476RPC	NULL	https://fccid.io/NDD9574761501	Available 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=88f7a29f99fb8209f6d7100d0cc0f7af6dba89cf		snapshot	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	64	-	1	-	¿	-		MediaTek MT7620A	b/g/n	a/n/ac		mt76	-	-	-	-		-	-	-		Yes	57600 / 8N1	No	5	2	-	5 VDC, 1.5 A	toh:edimax:edimax_ew-7476rpc	View/Edit data	NULL	NULL	EW-7476RPC	EW-7476RPC	NULL	http://www.acelink.com.tw/EW-7476RPC.html		NULL	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-edimax_ew-7476rpc-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-edimax_ew-7476rpc-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		unknown		media:edimax:ew7476rpc.jpg	Several different brandings: Renkforce (see picture), Acelink
1917903	WiFi Router	Cisco	Valet M10	v1.0	https://fcc.io/Q87/-M10	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=b014140c2e15d428aa2e014553e32e1b9d9196fe	14.07	17.01.5	WiFi 2.4GHz partly	brcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4716	1	300	4	32	5	-	Broadcom BCM5325E	Yes	-		Broadcom BCM4716	b/g/n	-		b43	-	-	-	-		-	-	-		Yes	¿	Yes	¿	¿	-	12 VDC, 0.5 A	toh:cisco:m10	View/Edit data	https://forum.openwrt.org/t/report-devices-here-with-18-06-0-provided-image-too-big-to-save-overlay/18161/72?u=tmomas	NULL	Valet M10	Valet M10	https://wikidevi.wi-cat.ru/Cisco_Valet_M10_v1			http://downloads.openwrt.org/releases/17.01.5/targets/brcm47xx/mips74k/openwrt-17.01.5-brcm47xx-mips74k-linksys-e1000-v1-v2-v2.1-squashfs.bin	http://downloads.openwrt.org/releases/17.01.5/targets/brcm47xx/mips74k/openwrt-17.01.5-brcm47xx-mips74k-linksys-e1000-v1-v2-v2.1-squashfs.bin	NULL	NULL	see devicepage		CFE TFTP + serial recovery		media:example:genericrouter1.png	Reported not working with 17.01.6 and 18.06.1, hence being stuck at 17.01.5, see forum
1918075	WiFi Router	Cisco	Valet M10	v2.0	https://fcc.io/Q87/-M10V2	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=b73b915c549cadd8717c986447676240b553563c	14.07	17.01.5	WiFi 2.4GHz	bcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM5357	1	300	4	32	5	-	Broadcom BCM5357B0	Yes	-		Broadcom BCM5357B0	b/g/n	-		b43	-	-	-	¿		-	-	-		Yes	¿	Yes	¿	¿	-	12 VDC, 0.5 A	toh:cisco:m10	View/Edit data	https://forum.openwrt.org/t/report-devices-here-with-18-06-0-provided-image-too-big-to-save-overlay/18161/72?u=tmomas	NULL	Valet M10	Valet M10	https://wikidevi.wi-cat.ru/Cisco_Valet_M10_v2			http://downloads.openwrt.org/releases/17.01.5/targets/brcm47xx/mips74k/openwrt-17.01.5-brcm47xx-mips74k-linksys-e1000-v1-v2-v2.1-squashfs.bin	http://downloads.openwrt.org/releases/17.01.5/targets/brcm47xx/mips74k/openwrt-17.01.5-brcm47xx-mips74k-linksys-e1000-v1-v2-v2.1-squashfs.bin	http://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1000-squashfs.bin	http://downloads.openwrt.org/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e1000-squashfs.bin	CFE TFTP + serial recovery		CFE TFTP + serial recovery		media:example:genericrouter1.png	Same hardware as Linksys E1000 v2; Stuck at 17.01.5 due to low flash
1918568	WiFi Router	Cisco	Valet Plus M20	NULL	https://fcc.io/Q87/-M20	Discontinued			15.05	17.01.5	WiFi 2.4GHz partly	brcm47xx	mips74k	mipsel_74kc	¿	Broadcom BCM4716	1	300	4	32	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM4716	b/g/n	-		b43	-	¿	-	-		¿	¿	¿		¿	¿	¿	¿	¿	-	12 VDC, 1.0 A		View/Edit data	NULL	NULL	Valet Plus M20	Valet Plus M20	https://wikidevi.wi-cat.ru/Cisco_Valet_Plus_M20	https://www.linksys.com/us/support-product/?pid=01t80000003K7ZWAA0	https://www.linksys.com/us/support-article?articleNum=148472	http://downloads.openwrt.org/releases/17.01.5/targets/brcm47xx/mips74k/openwrt-17.01.5-brcm47xx-mips74k-linksys-wrt310n-v2-squashfs.bin	http://downloads.openwrt.org/releases/17.01.5/targets/brcm47xx/mips74k/openwrt-17.01.5-brcm47xx-mips74k-linksys-wrt310n-v2-squashfs.bin	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	M20 = same hardware as the Linksys WRT310N v2 according wikidevi
1932329	WiFi Router	Edimax	EW-7478APC	NULL	NULL	Available 2019	amazon.com, amazon.de, reichelt.de, mindfactory.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=ab7f8146fdebe8e67a9154993154fdfe20ef51df		snapshot	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	64	-	5	MediaTek MT7530W	Yes	-		MediaTek MT7620A	b/g/n	a/n/ac		mt76	-	-	1x 2.0	-		-	-	-		Yes	57600 / 8N1	¿	4	1	-	12 VDC, 1.5 A	toh:edimax:edimax_ew-7478apc	View/Edit data	NULL	NULL	EW-7478APC	EW-7478APC	NULL	https://www.edimax.com/edimax/merchandise/merchandise_detail/data/edimax/uk/home_access_points_ac1200/ew-7478apc/	https://www.edimax.com/edimax/download/download/data/edimax/uk/download/for_home/home_access_points/home_access_points_ac1200/ew-7478apc	NULL	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-edimax_ew-7478apc-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-edimax_ew-7478apc-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		unknown		media:edimax:20190629_110742.jpg	
1932467	Range Extender	Edimax	EW-7478AC	NULL	https://fcc.io/NDD/9574781603	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=88f7a29f99fb8209f6d7100d0cc0f7af6dba89cf		snapshot	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	64	-	1	¿	¿	-		MediaTek MT7620A	b/g/n	a/n/ac		mt76	2	-	-	-		-	-	-		Yes	57600 / 8N1	¿	6	2	-	100-240 VAC, 50-60 Hz, 0.16 A		View/Edit data	NULL	NULL	EW-7478AC	EW-7478AC	https://wikidevi.wi-cat.ru/Edimax_EW-7478AC	https://www.edimax.com/edimax/merchandise/merchandise_detail/data/edimax/global/wi-fi_range_extenders_ac1200/ew-7478ac/	https://www.edimax.com/edimax/download/download/data/edimax/global/download/for_home/wi-fi_range_extenders/wi-fi_range_extenders_ac1200/ew-7478ac	NULL	NULL	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-edimax_ew-7478ac-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
1998065	WiFi AP	TP-Link	CPE610	v1	https://fcc.io/TE7CPE610	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=e15049c88b917d1f9f75ed095f59f1dc6d69501c		snapshot	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR9350	1	560	8	64	1	-	¿	¿	-		Atheros AR9350	-	a/n		unknown	-	-	-	-		-	-	-		¿	¿	¿	3	1	-	Passive PoE 24 VDC, 0.5 A	toh:tp-link:tp-link_cpe610	View/Edit data	NULL	NULL	CPE610	CPE610	NULL	https://www.tp-link.com/en/business-networking/outdoor-radio/cpe610/	https://www.tp-link.com/en/support/download/cpe610/v1/	NULL	NULL	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_cpe610-v1-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_cpe610-v1-squashfs-sysupgrade.bin	U-Boot TFTP recovery		unknown		media:example:genericrouter1.png	
1998315	WiFi Router	TOTOLINK	A7000R	NULL	https://fcc.io/X7D/IP04349	unknown 2019	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=3f68cffd276df5b164ea0c7ecafb8fa062aa7a41		snapshot	NULL	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621AT	2	880	16	128	-	5	MediaTek MT7621AT	Yes	-		MediaTek MT7615N	b/g/n	a/n/ac		unknown	-	-	-	-		-	-	-		¿	¿	¿	1	1	-	12 VDC, 1.5 A		View/Edit data	NULL	NULL	A7000R	A7000R	https://wikidevi.wi-cat.ru/TOTOLINK_A7000R	https://www.totolink.net/home/menu/newstpl/menu_newstpl/products/id/171.html		NULL	NULL	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-totolink_a7000r-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
2018745	WiFi Router	ZBT	WE826	T 16M	NULL	Available 2019	zbt.en.alibaba.com	https://git.lede-project.org/?p=source.git;a=commit;h=96eb5c6fa8ead2bf749b78dff2f55a340cff020e	17.01.0	19.07.5	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	SD	128	5	-	MediaTek MT7620A	Yes	-		MediaTek MT7620A	b/g/n	-		mt76	-	-	1x 2.0	-		-	-	-		Yes	¿	¿	8	2	-	12 VDC, 1.0 A	toh:zbt:we-826	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=62347	NULL	WE826	WE826	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-zbt-we826-16M-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-zbtlink_zbt-we826-16m-squashfs-sysupgrade.bin	U-Boot web recovery		U-Boot web recovery		media:example:genericrouter1.png	PCI-ex slot, SIM slot
2018779	WiFi Router	ZBT	WE826	T 32M	NULL	Available 2017	¿	https://git.lede-project.org/?p=source.git;a=commit;h=2ddaf96a77a92186447ca18935b8a36d46d3db95	18.06.0	19.07.5	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	32	128	5	-	¿	¿	-		MediaTek MT7620A	b/g/n	-		mt76	-	-	1x 2.0	-		-	-	-		Yes	¿	¿	8	2	-	12 VDC, 1.0 A	toh:zbt:we-826	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=62347	NULL	WE826	WE826	NULL			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-zbt-we826-32M-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-zbtlink_zbt-we826-32m-squashfs-sysupgrade.bin	U-Boot web recovery		U-Boot web recovery		media:example:genericrouter1.png	PCI-express, SIM-slot
2018965	other	YUKAI	BOCCO	NULL	https://fcc.io/2AFXT-RB002-W	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=d91953cb5351f1ab3e75ae9e2d9622f754d518ed	18.06.0	19.07.5	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620A	1	580	8	256	-	-	-	¿	-		MediaTek MT7620A	b/g	-		mt76	-	BLE	-	-		-	other	-		¿	¿	¿	3	3	-	¿		View/Edit data	NULL	NULL	BOCCO	BOCCO	NULL	http://www.bocco.me/		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-bocco-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-yukai_bocco-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
2088519	WiFi Router	PHICOMM	KE2P	C1	NULL	Available 2019	cdr.pl	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=a4c84b2d734f0cba40b3d0a2183dbf221e7356e5	18.06.0	19.07.5	Concurrent 2.4GHz and 5GHz WiFi	ramips	mt7621	mipsel_24kc	U-Boot	MediaTek MT7621A	2	880	16	128	-	5	MediaTek MT7621A	Yes	-		MediaTek MT7615D	b/g/n	a/n/ac	Concurrent operation on 2.4 GHz and 5 GHz not yet supported by the driver	mt76	-	-	-	-		-	-	-		Yes	57600 / 8N1	No	3	-	-	12 VDC, 1.5 A	toh:phicomm:phicomm_k2p_ke2p	View/Edit data	NULL	NULL	KE2P	KE2P	https://wikidevi.wi-cat.ru/Phicomm_KE_2P	https://www.phicomm.de/en/product/smart-home-products/smart-wlan-routers/ke2p		http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7621/openwrt-19.07.5-ramips-mt7621-k2p-squashfs-sysupgrade.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7621/openwrt-19.07.5-ramips-mt7621-k2p-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-phicomm_k2p-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-phicomm_k2p-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:phicomm:phicomm_ke2p_top.jpg	Same as K2P, but renamed for the European market
2104926	WiFi Router	TP-Link	TL-WR841N	v14	https://fcc.io/TE7/WR841NV14	Available 2019	amazon.de, conrad.de, reichelt.de	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=3fd97c522bb791058215e736a00b86aa8af92363		snapshot	NULL	ramips	mt76x8	mipsel_24kc	¿	MediaTek MT7628NN	1	575	4	32	5	-	MediaTek MT7628NN	Yes	-		MediaTek MT7628NN	b/g/n	-		unknown	-	-	-	-		-	-	-		Yes	¿	¿	4	1	-	9 VDC, 0.6 A	toh:tp-link:tl-wr841nd	View/Edit data	NULL	NULL	TL-WR841N	TL-WR841N	https://wikidevi.wi-cat.ru/TP-LINK_TL-WR841N_v14.x	https://www.tp-link.com/en/home-networking/wifi-router/tl-wr841n/	https://www.tp-link.com/en/support/download/tl-wr841n/v14/	NULL	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_tl-wr841n-v14-squashfs-tftp-recovery.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_tl-wr841n-v14-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	Image build disabled in master with commit d7d46da938e3
